,sofifa_id,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,pens_conceded,own_goals,ball_recoveries,aerials_won_pct
0,193080.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,197.0,0.0
1,200389.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,144.0,0.0
2,192119.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,142.0,0.0
3,167495.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,171.0,100.0
4,192448.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,204.0,0.0
5,162835.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.0,0.0
6,167948.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,202.0,0.0
7,210257.0,3.0,0.0,0.0,2.0,5.0,2.0,0.0,190.0,0.0
8,212831.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,297.0,100.0
