values,unit,isced11,sex,geo,time
62754.0,NR,ED2,T,FRK1,2018
342371.0,NR,ED2,T,FRK2,2018
242525.0,NR,ED2,T,FRL0,2018
12974.0,NR,ED2,T,FRM0,2018
27407.0,NR,ED2,T,FRY1,2018
20161.0,NR,ED2,T,FRY2,2018
22633.0,NR,ED2,T,FRY3,2018
60444.0,NR,ED2,T,FRY4,2018
28658.0,NR,ED2,T,FRY5,2018
0.0,NR,ED2,T,FRZZ,2018
56649.0,NR,ED2,T,HR03,2018
117857.0,NR,ED2,T,HR04,2018
0.0,NR,ED2,T,HRZZ,2018
65474.0,NR,ED2,T,HU11,2018
53090.0,NR,ED2,T,HU12,2018
41776.0,NR,ED2,T,HU21,2018
38063.0,NR,ED2,T,HU22,2018
34083.0,NR,ED2,T,HU23,2018
48205.0,NR,ED2,T,HU31,2018
62509.0,NR,ED2,T,HU32,2018
48555.0,NR,ED2,T,HU33,2018
0.0,NR,ED2,T,HUZZ,2018
43998.0,NR,ED2,T,IE04,2018
81533.0,NR,ED2,T,IE05,2018
111048.0,NR,ED2,T,IE06,2018
0.0,NR,ED2,T,IEZZ,2018
12774.0,NR,ED2,T,IS00,2018
123232.0,NR,ED2,T,ITC1,2018
3600.0,NR,ED2,T,ITC2,2018
39916.0,NR,ED2,T,ITC3,2018
293414.0,NR,ED2,T,ITC4,2018
35273.0,NR,ED2,T,ITF1,2018
7962.0,NR,ED2,T,ITF2,2018
198574.0,NR,ED2,T,ITF3,2018
124149.0,NR,ED2,T,ITF4,2018
15685.0,NR,ED2,T,ITF5,2018
58475.0,NR,ED2,T,ITF6,2018
162612.0,NR,ED2,T,ITG1,2018
43498.0,NR,ED2,T,ITG2,2018
17337.0,NR,ED2,T,ITH1,2018
16750.0,NR,ED2,T,ITH2,2018
144749.0,NR,ED2,T,ITH3,2018
32264.0,NR,ED2,T,ITH4,2018
124305.0,NR,ED2,T,ITH5,2018
102190.0,NR,ED2,T,ITI1,2018
24029.0,NR,ED2,T,ITI2,2018
42361.0,NR,ED2,T,ITI3,2018
165501.0,NR,ED2,T,ITI4,2018
0.0,NR,ED2,T,ITZZ,2018
1527.0,NR,ED2,T,LI00,2018
45608.0,NR,ED2,T,LT01,2018
118759.0,NR,ED2,T,LT02,2018
,NR,ED2,T,LTZZ,2018
22455.0,NR,ED2,T,LU00,2018
56501.0,NR,ED2,T,LV00,2018
28824.0,NR,ED2,T,ME00,2018
83871.0,NR,ED2,T,MK00,2018
12777.0,NR,ED2,T,MT00,2018
24904.0,NR,ED2,T,NL11,2018
32863.0,NR,ED2,T,NL12,2018
24788.0,NR,ED2,T,NL13,2018
59635.0,NR,ED2,T,NL21,2018
101764.0,NR,ED2,T,NL22,2018
23510.0,NR,ED2,T,NL23,2018
61471.0,NR,ED2,T,NL31,2018
125159.0,NR,ED2,T,NL32,2018
166721.0,NR,ED2,T,NL33,2018
17572.0,NR,ED2,T,NL34,2018
115795.0,NR,ED2,T,NL41,2018
44229.0,NR,ED2,T,NL42,2018
3916.0,NR,ED2,T,NLZZ,2018
42469.0,NR,ED2,T,NO01,2018
13282.0,NR,ED2,T,NO02,2018
35665.0,NR,ED2,T,NO03,2018
28895.0,NR,ED2,T,NO04,2018
32752.0,NR,ED2,T,NO05,2018
15770.0,NR,ED2,T,NO06,2018
16841.0,NR,ED2,T,NO07,2018
9807.0,NR,ED2,T,NOZZ,2018
101079.0,NR,ED2,T,PL21,2018
120424.0,NR,ED2,T,PL22,2018
107110.0,NR,ED2,T,PL41,2018
46713.0,NR,ED2,T,PL42,2018
28530.0,NR,ED2,T,PL43,2018
74727.0,NR,ED2,T,PL51,2018
24766.0,NR,ED2,T,PL52,2018
60419.0,NR,ED2,T,PL61,2018
42289.0,NR,ED2,T,PL62,2018
72297.0,NR,ED2,T,PL63,2018
67871.0,NR,ED2,T,PL71,2018
34746.0,NR,ED2,T,PL72,2018
61287.0,NR,ED2,T,PL81,2018
62967.0,NR,ED2,T,PL82,2018
32583.0,NR,ED2,T,PL84,2018
89703.0,NR,ED2,T,PL91,2018
75150.0,NR,ED2,T,PL92,2018
0.0,NR,ED2,T,PLZZ,2018
125716.0,NR,ED2,T,PT11,2018
16505.0,NR,ED2,T,PT15,2018
73245.0,NR,ED2,T,PT16,2018
106209.0,NR,ED2,T,PT17,2018
24300.0,NR,ED2,T,PT18,2018
9831.0,NR,ED2,T,PT20,2018
10238.0,NR,ED2,T,PT30,2018
0.0,NR,ED2,T,PTZZ,2018
94772.0,NR,ED2,T,RO11,2018
89368.0,NR,ED2,T,RO12,2018
139817.0,NR,ED2,T,RO21,2018
93967.0,NR,ED2,T,RO22,2018
108596.0,NR,ED2,T,RO31,2018
73583.0,NR,ED2,T,RO32,2018
69561.0,NR,ED2,T,RO41,2018
60373.0,NR,ED2,T,RO42,2018
0.0,NR,ED2,T,ROZZ,2018
62958.0,NR,ED2,T,RS11,2018
74753.0,NR,ED2,T,RS12,2018
81200.0,NR,ED2,T,RS21,2018
59988.0,NR,ED2,T,RS22,2018
,NR,ED2,T,RSZZ,2018
88335.0,NR,ED2,T,SE11,2018
65657.0,NR,ED2,T,SE12,2018
32892.0,NR,ED2,T,SE21,2018
56124.0,NR,ED2,T,SE22,2018
75410.0,NR,ED2,T,SE23,2018
31773.0,NR,ED2,T,SE31,2018
14304.0,NR,ED2,T,SE32,2018
17752.0,NR,ED2,T,SE33,2018
0.0,NR,ED2,T,SEZZ,2018
28563.0,NR,ED2,T,SI03,2018
25975.0,NR,ED2,T,SI04,2018
0.0,NR,ED2,T,SIZZ,2018
28466.0,NR,ED2,T,SK01,2018
77811.0,NR,ED2,T,SK02,2018
63617.0,NR,ED2,T,SK03,2018
84339.0,NR,ED2,T,SK04,2018
0.0,NR,ED2,T,SKZZ,2018
,NR,ED2,T,TRZZ,2018
,NR,ED2,T,TR10,2018
,NR,ED2,T,TR21,2018
,NR,ED2,T,TR22,2018
,NR,ED2,T,TR31,2018
,NR,ED2,T,TR32,2018
,NR,ED2,T,TR33,2018
,NR,ED2,T,TR41,2018
,NR,ED2,T,TR42,2018
,NR,ED2,T,TR51,2018
,NR,ED2,T,TR52,2018
,NR,ED2,T,TR61,2018
,NR,ED2,T,TR62,2018
,NR,ED2,T,TR63,2018
,NR,ED2,T,TR71,2018
,NR,ED2,T,TR72,2018
,NR,ED2,T,TR81,2018
,NR,ED2,T,TR82,2018
,NR,ED2,T,TR83,2018
,NR,ED2,T,TR90,2018
,NR,ED2,T,TRA1,2018
,NR,ED2,T,TRA2,2018
,NR,ED2,T,TRB1,2018
,NR,ED2,T,TRB2,2018
,NR,ED2,T,TRC1,2018
,NR,ED2,T,TRC2,2018
,NR,ED2,T,TRC3,2018
