values,indic_de,unit,geo,time
43.4,MEDAGEPOP,YR,DK031,2019
44.1,MEDAGEPOP,YR,DK032,2019
43.7,MEDAGEPOP,YR,DK041,2019
39.6,MEDAGEPOP,YR,DK042,2019
43.4,MEDAGEPOP,YR,DK050,2019
39.7,MEDAGEPOP,YR,EE001,2019
45.1,MEDAGEPOP,YR,EE004,2019
44.6,MEDAGEPOP,YR,EE006,2019
48.7,MEDAGEPOP,YR,EE007,2019
42.4,MEDAGEPOP,YR,EE008,2019
46.5,MEDAGEPOP,YR,EL301,2019
43.3,MEDAGEPOP,YR,EL302,2019
45.1,MEDAGEPOP,YR,EL303,2019
45.8,MEDAGEPOP,YR,EL304,2019
42.2,MEDAGEPOP,YR,EL305,2019
37.8,MEDAGEPOP,YR,EL306,2019
45.2,MEDAGEPOP,YR,EL307,2019
41.0,MEDAGEPOP,YR,EL411,2019
40.2,MEDAGEPOP,YR,EL412,2019
41.1,MEDAGEPOP,YR,EL413,2019
40.2,MEDAGEPOP,YR,EL421,2019
43.7,MEDAGEPOP,YR,EL422,2019
41.6,MEDAGEPOP,YR,EL431,2019
45.7,MEDAGEPOP,YR,EL432,2019
39.8,MEDAGEPOP,YR,EL433,2019
43.2,MEDAGEPOP,YR,EL434,2019
44.9,MEDAGEPOP,YR,EL511,2019
40.3,MEDAGEPOP,YR,EL512,2019
43.6,MEDAGEPOP,YR,EL513,2019
48.2,MEDAGEPOP,YR,EL514,2019
47.5,MEDAGEPOP,YR,EL515,2019
45.5,MEDAGEPOP,YR,EL521,2019
44.1,MEDAGEPOP,YR,EL522,2019
45.7,MEDAGEPOP,YR,EL523,2019
47.6,MEDAGEPOP,YR,EL524,2019
45.6,MEDAGEPOP,YR,EL525,2019
50.4,MEDAGEPOP,YR,EL526,2019
45.8,MEDAGEPOP,YR,EL527,2019
47.6,MEDAGEPOP,YR,EL531,2019
48.9,MEDAGEPOP,YR,EL532,2019
45.3,MEDAGEPOP,YR,EL533,2019
50.6,MEDAGEPOP,YR,EL541,2019
48.8,MEDAGEPOP,YR,EL542,2019
46.0,MEDAGEPOP,YR,EL543,2019
49.2,MEDAGEPOP,YR,EL611,2019
45.2,MEDAGEPOP,YR,EL612,2019
45.4,MEDAGEPOP,YR,EL613,2019
44.9,MEDAGEPOP,YR,EL621,2019
47.0,MEDAGEPOP,YR,EL622,2019
46.4,MEDAGEPOP,YR,EL623,2019
45.5,MEDAGEPOP,YR,EL624,2019
46.5,MEDAGEPOP,YR,EL631,2019
43.1,MEDAGEPOP,YR,EL632,2019
45.9,MEDAGEPOP,YR,EL633,2019
43.1,MEDAGEPOP,YR,EL641,2019
45.3,MEDAGEPOP,YR,EL642,2019
55.5,MEDAGEPOP,YR,EL643,2019
46.6,MEDAGEPOP,YR,EL644,2019
49.8,MEDAGEPOP,YR,EL645,2019
47.6,MEDAGEPOP,YR,EL651,2019
45.8,MEDAGEPOP,YR,EL652,2019
47.7,MEDAGEPOP,YR,EL653,2019
47.7,MEDAGEPOP,YR,ES111,2019
50.9,MEDAGEPOP,YR,ES112,2019
52.1,MEDAGEPOP,YR,ES113,2019
46.1,MEDAGEPOP,YR,ES114,2019
49.6,MEDAGEPOP,YR,ES120,2019
46.5,MEDAGEPOP,YR,ES130,2019
45.4,MEDAGEPOP,YR,ES211,2019
46.3,MEDAGEPOP,YR,ES212,2019
47.3,MEDAGEPOP,YR,ES213,2019
44.0,MEDAGEPOP,YR,ES220,2019
45.2,MEDAGEPOP,YR,ES230,2019
46.3,MEDAGEPOP,YR,ES241,2019
47.5,MEDAGEPOP,YR,ES242,2019
45.1,MEDAGEPOP,YR,ES243,2019
42.8,MEDAGEPOP,YR,ES300,2019
48.8,MEDAGEPOP,YR,ES411,2019
47.7,MEDAGEPOP,YR,ES412,2019
50.2,MEDAGEPOP,YR,ES413,2019
49.7,MEDAGEPOP,YR,ES414,2019
49.4,MEDAGEPOP,YR,ES415,2019
46.8,MEDAGEPOP,YR,ES416,2019
48.6,MEDAGEPOP,YR,ES417,2019
47.0,MEDAGEPOP,YR,ES418,2019
52.4,MEDAGEPOP,YR,ES419,2019
43.9,MEDAGEPOP,YR,ES421,2019
44.4,MEDAGEPOP,YR,ES422,2019
46.4,MEDAGEPOP,YR,ES423,2019
42.2,MEDAGEPOP,YR,ES424,2019
42.5,MEDAGEPOP,YR,ES425,2019
44.0,MEDAGEPOP,YR,ES431,2019
47.2,MEDAGEPOP,YR,ES432,2019
43.3,MEDAGEPOP,YR,ES511,2019
42.8,MEDAGEPOP,YR,ES512,2019
43.9,MEDAGEPOP,YR,ES513,2019
43.3,MEDAGEPOP,YR,ES514,2019
44.3,MEDAGEPOP,YR,ES521,2019
44.1,MEDAGEPOP,YR,ES522,2019
44.0,MEDAGEPOP,YR,ES523,2019
40.2,MEDAGEPOP,YR,ES531,2019
41.8,MEDAGEPOP,YR,ES532,2019
43.0,MEDAGEPOP,YR,ES533,2019
40.5,MEDAGEPOP,YR,ES611,2019
42.3,MEDAGEPOP,YR,ES612,2019
43.8,MEDAGEPOP,YR,ES613,2019
42.8,MEDAGEPOP,YR,ES614,2019
42.2,MEDAGEPOP,YR,ES615,2019
44.0,MEDAGEPOP,YR,ES616,2019
42.8,MEDAGEPOP,YR,ES617,2019
41.9,MEDAGEPOP,YR,ES618,2019
41.0,MEDAGEPOP,YR,ES620,2019
37.2,MEDAGEPOP,YR,ES630,2019
34.2,MEDAGEPOP,YR,ES640,2019
46.8,MEDAGEPOP,YR,ES703,2019
40.1,MEDAGEPOP,YR,ES704,2019
43.5,MEDAGEPOP,YR,ES705,2019
47.6,MEDAGEPOP,YR,ES706,2019
46.1,MEDAGEPOP,YR,ES707,2019
40.7,MEDAGEPOP,YR,ES708,2019
43.3,MEDAGEPOP,YR,ES709,2019
43.0,MEDAGEPOP,YR,FI193,2019
45.5,MEDAGEPOP,YR,FI194,2019
42.1,MEDAGEPOP,YR,FI195,2019
47.8,MEDAGEPOP,YR,FI196,2019
41.6,MEDAGEPOP,YR,FI197,2019
39.7,MEDAGEPOP,YR,FI1B1,2019
43.6,MEDAGEPOP,YR,FI1C1,2019
46.6,MEDAGEPOP,YR,FI1C2,2019
47.1,MEDAGEPOP,YR,FI1C3,2019
49.7,MEDAGEPOP,YR,FI1C4,2019
48.7,MEDAGEPOP,YR,FI1C5,2019
52.5,MEDAGEPOP,YR,FI1D1,2019
46.3,MEDAGEPOP,YR,FI1D2,2019
47.4,MEDAGEPOP,YR,FI1D3,2019
42.3,MEDAGEPOP,YR,FI1D5,2019
47.1,MEDAGEPOP,YR,FI1D7,2019
50.7,MEDAGEPOP,YR,FI1D8,2019
39.2,MEDAGEPOP,YR,FI1D9,2019
,MEDAGEPOP,YR,FI200,2019
38.2,MEDAGEPOP,YR,FR101,2019
37.9,MEDAGEPOP,YR,FR102,2019
39.6,MEDAGEPOP,YR,FR103,2019
37.7,MEDAGEPOP,YR,FR104,2019
37.9,MEDAGEPOP,YR,FR105,2019
34.9,MEDAGEPOP,YR,FR106,2019
37.5,MEDAGEPOP,YR,FR107,2019
36.5,MEDAGEPOP,YR,FR108,2019
48.1,MEDAGEPOP,YR,FRB01,2019
43.0,MEDAGEPOP,YR,FRB02,2019
50.1,MEDAGEPOP,YR,FRB03,2019
43.2,MEDAGEPOP,YR,FRB04,2019
46.8,MEDAGEPOP,YR,FRB05,2019
41.5,MEDAGEPOP,YR,FRB06,2019
42.4,MEDAGEPOP,YR,FRC11,2019
51.2,MEDAGEPOP,YR,FRC12,2019
47.8,MEDAGEPOP,YR,FRC13,2019
46.5,MEDAGEPOP,YR,FRC14,2019
40.7,MEDAGEPOP,YR,FRC21,2019
46.2,MEDAGEPOP,YR,FRC22,2019
46.2,MEDAGEPOP,YR,FRC23,2019
42.1,MEDAGEPOP,YR,FRC24,2019
43.4,MEDAGEPOP,YR,FRD11,2019
47.3,MEDAGEPOP,YR,FRD12,2019
47.9,MEDAGEPOP,YR,FRD13,2019
42.2,MEDAGEPOP,YR,FRD21,2019
41.4,MEDAGEPOP,YR,FRD22,2019
38.4,MEDAGEPOP,YR,FRE11,2019
41.0,MEDAGEPOP,YR,FRE12,2019
42.8,MEDAGEPOP,YR,FRE21,2019
40.2,MEDAGEPOP,YR,FRE22,2019
41.5,MEDAGEPOP,YR,FRE23,2019
41.4,MEDAGEPOP,YR,FRF11,2019
43.2,MEDAGEPOP,YR,FRF12,2019
45.0,MEDAGEPOP,YR,FRF21,2019
42.8,MEDAGEPOP,YR,FRF22,2019
41.0,MEDAGEPOP,YR,FRF23,2019
47.6,MEDAGEPOP,YR,FRF24,2019
40.8,MEDAGEPOP,YR,FRF31,2019
45.6,MEDAGEPOP,YR,FRF32,2019
43.3,MEDAGEPOP,YR,FRF33,2019
47.2,MEDAGEPOP,YR,FRF34,2019
39.7,MEDAGEPOP,YR,FRG01,2019
41.6,MEDAGEPOP,YR,FRG02,2019
44.1,MEDAGEPOP,YR,FRG03,2019
43.9,MEDAGEPOP,YR,FRG04,2019
45.9,MEDAGEPOP,YR,FRG05,2019
47.8,MEDAGEPOP,YR,FRH01,2019
45.5,MEDAGEPOP,YR,FRH02,2019
39.5,MEDAGEPOP,YR,FRH03,2019
46.8,MEDAGEPOP,YR,FRH04,2019
51.2,MEDAGEPOP,YR,FRI11,2019
40.9,MEDAGEPOP,YR,FRI12,2019
47.6,MEDAGEPOP,YR,FRI13,2019
47.9,MEDAGEPOP,YR,FRI14,2019
46.2,MEDAGEPOP,YR,FRI15,2019
49.1,MEDAGEPOP,YR,FRI21,2019
52.4,MEDAGEPOP,YR,FRI22,2019
46.4,MEDAGEPOP,YR,FRI23,2019
47.8,MEDAGEPOP,YR,FRI31,2019
49.0,MEDAGEPOP,YR,FRI32,2019
45.8,MEDAGEPOP,YR,FRI33,2019
43.2,MEDAGEPOP,YR,FRI34,2019
47.9,MEDAGEPOP,YR,FRJ11,2019
45.4,MEDAGEPOP,YR,FRJ12,2019
42.2,MEDAGEPOP,YR,FRJ13,2019
47.9,MEDAGEPOP,YR,FRJ14,2019
47.3,MEDAGEPOP,YR,FRJ15,2019
48.7,MEDAGEPOP,YR,FRJ21,2019
49.3,MEDAGEPOP,YR,FRJ22,2019
38.2,MEDAGEPOP,YR,FRJ23,2019
50.2,MEDAGEPOP,YR,FRJ24,2019
52.0,MEDAGEPOP,YR,FRJ25,2019
49.4,MEDAGEPOP,YR,FRJ26,2019
47.1,MEDAGEPOP,YR,FRJ27,2019
44.1,MEDAGEPOP,YR,FRJ28,2019
49.2,MEDAGEPOP,YR,FRK11,2019
50.9,MEDAGEPOP,YR,FRK12,2019
47.0,MEDAGEPOP,YR,FRK13,2019
43.6,MEDAGEPOP,YR,FRK14,2019
40.9,MEDAGEPOP,YR,FRK21,2019
47.5,MEDAGEPOP,YR,FRK22,2019
43.8,MEDAGEPOP,YR,FRK23,2019
40.6,MEDAGEPOP,YR,FRK24,2019
43.1,MEDAGEPOP,YR,FRK25,2019
37.3,MEDAGEPOP,YR,FRK26,2019
43.7,MEDAGEPOP,YR,FRK27,2019
39.9,MEDAGEPOP,YR,FRK28,2019
48.7,MEDAGEPOP,YR,FRL01,2019
47.1,MEDAGEPOP,YR,FRL02,2019
45.8,MEDAGEPOP,YR,FRL03,2019
41.9,MEDAGEPOP,YR,FRL04,2019
47.3,MEDAGEPOP,YR,FRL05,2019
44.3,MEDAGEPOP,YR,FRL06,2019
46.5,MEDAGEPOP,YR,FRM01,2019
45.3,MEDAGEPOP,YR,FRM02,2019
44.9,MEDAGEPOP,YR,FRY10,2019
47.9,MEDAGEPOP,YR,FRY20,2019
25.9,MEDAGEPOP,YR,FRY30,2019
36.7,MEDAGEPOP,YR,FRY40,2019
18.1,MEDAGEPOP,YR,FRY50,2019
46.8,MEDAGEPOP,YR,HR031,2019
48.0,MEDAGEPOP,YR,HR032,2019
44.0,MEDAGEPOP,YR,HR033,2019
47.7,MEDAGEPOP,YR,HR034,2019
43.1,MEDAGEPOP,YR,HR035,2019
45.8,MEDAGEPOP,YR,HR036,2019
43.5,MEDAGEPOP,YR,HR037,2019
42.1,MEDAGEPOP,YR,HR041,2019
43.3,MEDAGEPOP,YR,HR042,2019
44.5,MEDAGEPOP,YR,HR043,2019
43.8,MEDAGEPOP,YR,HR044,2019
44.5,MEDAGEPOP,YR,HR045,2019
42.2,MEDAGEPOP,YR,HR046,2019
45.2,MEDAGEPOP,YR,HR047,2019
44.6,MEDAGEPOP,YR,HR048,2019
44.5,MEDAGEPOP,YR,HR049,2019
43.9,MEDAGEPOP,YR,HR04A,2019
44.3,MEDAGEPOP,YR,HR04B,2019
44.3,MEDAGEPOP,YR,HR04C,2019
47.0,MEDAGEPOP,YR,HR04D,2019
46.5,MEDAGEPOP,YR,HR04E,2019
42.3,MEDAGEPOP,YR,HU110,2019
41.5,MEDAGEPOP,YR,HU120,2019
42.9,MEDAGEPOP,YR,HU211,2019
42.7,MEDAGEPOP,YR,HU212,2019
44.2,MEDAGEPOP,YR,HU213,2019
41.8,MEDAGEPOP,YR,HU221,2019
44.1,MEDAGEPOP,YR,HU222,2019
46.1,MEDAGEPOP,YR,HU223,2019
44.2,MEDAGEPOP,YR,HU231,2019
45.1,MEDAGEPOP,YR,HU232,2019
44.8,MEDAGEPOP,YR,HU233,2019
42.2,MEDAGEPOP,YR,HU311,2019
44.0,MEDAGEPOP,YR,HU312,2019
44.7,MEDAGEPOP,YR,HU313,2019
42.0,MEDAGEPOP,YR,HU321,2019
43.4,MEDAGEPOP,YR,HU322,2019
41.2,MEDAGEPOP,YR,HU323,2019
43.7,MEDAGEPOP,YR,HU331,2019
45.4,MEDAGEPOP,YR,HU332,2019
43.5,MEDAGEPOP,YR,HU333,2019
38.7,MEDAGEPOP,YR,IE041,2019
39.0,MEDAGEPOP,YR,IE042,2019
39.1,MEDAGEPOP,YR,IE051,2019
38.7,MEDAGEPOP,YR,IE052,2019
38.5,MEDAGEPOP,YR,IE053,2019
36.3,MEDAGEPOP,YR,IE061,2019
37.0,MEDAGEPOP,YR,IE062,2019
36.9,MEDAGEPOP,YR,IE063,2019
36.3,MEDAGEPOP,YR,IS001,2019
36.6,MEDAGEPOP,YR,IS002,2019
48.3,MEDAGEPOP,YR,ITC11,2019
50.2,MEDAGEPOP,YR,ITC12,2019
51.2,MEDAGEPOP,YR,ITC13,2019
50.2,MEDAGEPOP,YR,ITC14,2019
47.7,MEDAGEPOP,YR,ITC15,2019
47.3,MEDAGEPOP,YR,ITC16,2019
49.2,MEDAGEPOP,YR,ITC17,2019
50.5,MEDAGEPOP,YR,ITC18,2019
47.9,MEDAGEPOP,YR,ITC20,2019
50.7,MEDAGEPOP,YR,ITC31,2019
51.4,MEDAGEPOP,YR,ITC32,2019
51.0,MEDAGEPOP,YR,ITC33,2019
50.3,MEDAGEPOP,YR,ITC34,2019
47.2,MEDAGEPOP,YR,ITC41,2019
46.8,MEDAGEPOP,YR,ITC42,2019
47.3,MEDAGEPOP,YR,ITC43,2019
47.7,MEDAGEPOP,YR,ITC44,2019
45.6,MEDAGEPOP,YR,ITC46,2019
45.7,MEDAGEPOP,YR,ITC47,2019
48.1,MEDAGEPOP,YR,ITC48,2019
46.0,MEDAGEPOP,YR,ITC49,2019
47.7,MEDAGEPOP,YR,ITC4A,2019
47.2,MEDAGEPOP,YR,ITC4B,2019
46.3,MEDAGEPOP,YR,ITC4C,2019
46.6,MEDAGEPOP,YR,ITC4D,2019
47.8,MEDAGEPOP,YR,ITF11,2019
47.0,MEDAGEPOP,YR,ITF12,2019
47.1,MEDAGEPOP,YR,ITF13,2019
47.8,MEDAGEPOP,YR,ITF14,2019
48.3,MEDAGEPOP,YR,ITF21,2019
47.9,MEDAGEPOP,YR,ITF22,2019
42.3,MEDAGEPOP,YR,ITF31,2019
46.3,MEDAGEPOP,YR,ITF32,2019
42.4,MEDAGEPOP,YR,ITF33,2019
46.2,MEDAGEPOP,YR,ITF34,2019
45.0,MEDAGEPOP,YR,ITF35,2019
46.0,MEDAGEPOP,YR,ITF43,2019
46.4,MEDAGEPOP,YR,ITF44,2019
47.0,MEDAGEPOP,YR,ITF45,2019
44.8,MEDAGEPOP,YR,ITF46,2019
45.6,MEDAGEPOP,YR,ITF47,2019
43.9,MEDAGEPOP,YR,ITF48,2019
47.4,MEDAGEPOP,YR,ITF51,2019
46.2,MEDAGEPOP,YR,ITF52,2019
46.1,MEDAGEPOP,YR,ITF61,2019
42.7,MEDAGEPOP,YR,ITF62,2019
45.8,MEDAGEPOP,YR,ITF63,2019
45.1,MEDAGEPOP,YR,ITF64,2019
44.5,MEDAGEPOP,YR,ITF65,2019
45.9,MEDAGEPOP,YR,ITG11,2019
44.4,MEDAGEPOP,YR,ITG12,2019
47.0,MEDAGEPOP,YR,ITG13,2019
45.4,MEDAGEPOP,YR,ITG14,2019
44.6,MEDAGEPOP,YR,ITG15,2019
46.3,MEDAGEPOP,YR,ITG16,2019
43.7,MEDAGEPOP,YR,ITG17,2019
43.6,MEDAGEPOP,YR,ITG18,2019
45.2,MEDAGEPOP,YR,ITG19,2019
48.2,MEDAGEPOP,YR,ITG25,2019
48.5,MEDAGEPOP,YR,ITG26,2019
47.8,MEDAGEPOP,YR,ITG27,2019
50.0,MEDAGEPOP,YR,ITG28,2019
46.3,MEDAGEPOP,YR,ITG29,2019
48.0,MEDAGEPOP,YR,ITG2A,2019
49.3,MEDAGEPOP,YR,ITG2B,2019
50.5,MEDAGEPOP,YR,ITG2C,2019
43.9,MEDAGEPOP,YR,ITH10,2019
46.1,MEDAGEPOP,YR,ITH20,2019
46.1,MEDAGEPOP,YR,ITH31,2019
46.4,MEDAGEPOP,YR,ITH32,2019
49.8,MEDAGEPOP,YR,ITH33,2019
46.5,MEDAGEPOP,YR,ITH34,2019
48.6,MEDAGEPOP,YR,ITH35,2019
47.1,MEDAGEPOP,YR,ITH36,2019
50.1,MEDAGEPOP,YR,ITH37,2019
47.3,MEDAGEPOP,YR,ITH41,2019
49.5,MEDAGEPOP,YR,ITH42,2019
49.6,MEDAGEPOP,YR,ITH43,2019
50.6,MEDAGEPOP,YR,ITH44,2019
48.1,MEDAGEPOP,YR,ITH51,2019
46.7,MEDAGEPOP,YR,ITH52,2019
45.7,MEDAGEPOP,YR,ITH53,2019
46.5,MEDAGEPOP,YR,ITH54,2019
47.6,MEDAGEPOP,YR,ITH55,2019
50.9,MEDAGEPOP,YR,ITH56,2019
48.7,MEDAGEPOP,YR,ITH57,2019
47.6,MEDAGEPOP,YR,ITH58,2019
47.0,MEDAGEPOP,YR,ITH59,2019
50.1,MEDAGEPOP,YR,ITI11,2019
49.1,MEDAGEPOP,YR,ITI12,2019
48.3,MEDAGEPOP,YR,ITI13,2019
48.2,MEDAGEPOP,YR,ITI14,2019
46.0,MEDAGEPOP,YR,ITI15,2019
49.7,MEDAGEPOP,YR,ITI16,2019
47.5,MEDAGEPOP,YR,ITI17,2019
48.2,MEDAGEPOP,YR,ITI18,2019
48.6,MEDAGEPOP,YR,ITI19,2019
50.2,MEDAGEPOP,YR,ITI1A,2019
47.8,MEDAGEPOP,YR,ITI21,2019
49.7,MEDAGEPOP,YR,ITI22,2019
47.5,MEDAGEPOP,YR,ITI31,2019
47.9,MEDAGEPOP,YR,ITI32,2019
47.8,MEDAGEPOP,YR,ITI33,2019
48.5,MEDAGEPOP,YR,ITI34,2019
48.1,MEDAGEPOP,YR,ITI35,2019
47.7,MEDAGEPOP,YR,ITI41,2019
48.8,MEDAGEPOP,YR,ITI42,2019
46.3,MEDAGEPOP,YR,ITI43,2019
45.3,MEDAGEPOP,YR,ITI44,2019
46.6,MEDAGEPOP,YR,ITI45,2019
44.2,MEDAGEPOP,YR,LI000,2019
40.1,MEDAGEPOP,YR,LT011,2019
48.5,MEDAGEPOP,YR,LT021,2019
43.4,MEDAGEPOP,YR,LT022,2019
43.6,MEDAGEPOP,YR,LT023,2019
45.8,MEDAGEPOP,YR,LT024,2019
48.3,MEDAGEPOP,YR,LT025,2019
46.7,MEDAGEPOP,YR,LT026,2019
46.3,MEDAGEPOP,YR,LT027,2019
45.5,MEDAGEPOP,YR,LT028,2019
50.5,MEDAGEPOP,YR,LT029,2019
39.5,MEDAGEPOP,YR,LU000,2019
44.3,MEDAGEPOP,YR,LV003,2019
47.3,MEDAGEPOP,YR,LV005,2019
42.7,MEDAGEPOP,YR,LV006,2019
41.3,MEDAGEPOP,YR,LV007,2019
45.0,MEDAGEPOP,YR,LV008,2019
43.3,MEDAGEPOP,YR,LV009,2019
38.8,MEDAGEPOP,YR,ME000,2019
40.6,MEDAGEPOP,YR,MK001,2019
41.9,MEDAGEPOP,YR,MK002,2019
37.8,MEDAGEPOP,YR,MK003,2019
39.8,MEDAGEPOP,YR,MK004,2019
41.2,MEDAGEPOP,YR,MK005,2019
35.8,MEDAGEPOP,YR,MK006,2019
37.8,MEDAGEPOP,YR,MK007,2019
38.7,MEDAGEPOP,YR,MK008,2019
39.8,MEDAGEPOP,YR,MT001,2019
43.5,MEDAGEPOP,YR,MT002,2019
48.2,MEDAGEPOP,YR,NL111,2019
48.5,MEDAGEPOP,YR,NL112,2019
38.3,MEDAGEPOP,YR,NL113,2019
43.6,MEDAGEPOP,YR,NL124,2019
46.3,MEDAGEPOP,YR,NL125,2019
45.9,MEDAGEPOP,YR,NL126,2019
47.4,MEDAGEPOP,YR,NL131,2019
47.5,MEDAGEPOP,YR,NL132,2019
45.8,MEDAGEPOP,YR,NL133,2019
40.5,MEDAGEPOP,YR,NL211,2019
43.6,MEDAGEPOP,YR,NL212,2019
43.2,MEDAGEPOP,YR,NL213,2019
42.4,MEDAGEPOP,YR,NL221,2019
43.5,MEDAGEPOP,YR,NL224,2019
47.8,MEDAGEPOP,YR,NL225,2019
42.9,MEDAGEPOP,YR,NL226,2019
38.7,MEDAGEPOP,YR,NL230,2019
39.8,MEDAGEPOP,YR,NL310,2019
45.3,MEDAGEPOP,YR,NL321,2019
45.3,MEDAGEPOP,YR,NL323,2019
43.0,MEDAGEPOP,YR,NL324,2019
42.5,MEDAGEPOP,YR,NL325,2019
45.1,MEDAGEPOP,YR,NL327,2019
44.9,MEDAGEPOP,YR,NL328,2019
38.1,MEDAGEPOP,YR,NL329,2019
40.0,MEDAGEPOP,YR,NL332,2019
39.2,MEDAGEPOP,YR,NL333,2019
41.9,MEDAGEPOP,YR,NL337,2019
42.2,MEDAGEPOP,YR,NL33A,2019
42.9,MEDAGEPOP,YR,NL33B,2019
40.9,MEDAGEPOP,YR,NL33C,2019
49.0,MEDAGEPOP,YR,NL341,2019
45.6,MEDAGEPOP,YR,NL342,2019
44.8,MEDAGEPOP,YR,NL411,2019
42.5,MEDAGEPOP,YR,NL412,2019
44.6,MEDAGEPOP,YR,NL413,2019
43.3,MEDAGEPOP,YR,NL414,2019
46.6,MEDAGEPOP,YR,NL421,2019
48.2,MEDAGEPOP,YR,NL422,2019
48.3,MEDAGEPOP,YR,NL423,2019
35.4,MEDAGEPOP,YR,NO011,2019
40.1,MEDAGEPOP,YR,NO012,2019
45.0,MEDAGEPOP,YR,NO021,2019
44.5,MEDAGEPOP,YR,NO022,2019
42.6,MEDAGEPOP,YR,NO031,2019
41.6,MEDAGEPOP,YR,NO032,2019
42.5,MEDAGEPOP,YR,NO033,2019
43.6,MEDAGEPOP,YR,NO034,2019
41.2,MEDAGEPOP,YR,NO041,2019
38.4,MEDAGEPOP,YR,NO042,2019
37.4,MEDAGEPOP,YR,NO043,2019
38.3,MEDAGEPOP,YR,NO051,2019
41.6,MEDAGEPOP,YR,NO052,2019
41.3,MEDAGEPOP,YR,NO053,2019
39.1,MEDAGEPOP,YR,NO060,2019
,MEDAGEPOP,YR,NO061,2019
,MEDAGEPOP,YR,NO062,2019
42.7,MEDAGEPOP,YR,NO071,2019
40.1,MEDAGEPOP,YR,NO072,2019
41.0,MEDAGEPOP,YR,NO073,2019
41.2,MEDAGEPOP,YR,PL213,2019
38.9,MEDAGEPOP,YR,PL214,2019
39.8,MEDAGEPOP,YR,PL217,2019
37.3,MEDAGEPOP,YR,PL218,2019
38.5,MEDAGEPOP,YR,PL219,2019
41.5,MEDAGEPOP,YR,PL21A,2019
43.4,MEDAGEPOP,YR,PL224,2019
41.1,MEDAGEPOP,YR,PL225,2019
41.3,MEDAGEPOP,YR,PL227,2019
42.5,MEDAGEPOP,YR,PL228,2019
42.7,MEDAGEPOP,YR,PL229,2019
43.1,MEDAGEPOP,YR,PL22A,2019
44.1,MEDAGEPOP,YR,PL22B,2019
40.2,MEDAGEPOP,YR,PL22C,2019
39.5,MEDAGEPOP,YR,PL411,2019
40.1,MEDAGEPOP,YR,PL414,2019
41.6,MEDAGEPOP,YR,PL415,2019
40.3,MEDAGEPOP,YR,PL416,2019
38.9,MEDAGEPOP,YR,PL417,2019
38.3,MEDAGEPOP,YR,PL418,2019
43.1,MEDAGEPOP,YR,PL424,2019
41.9,MEDAGEPOP,YR,PL426,2019
41.2,MEDAGEPOP,YR,PL427,2019
41.0,MEDAGEPOP,YR,PL428,2019
40.8,MEDAGEPOP,YR,PL431,2019
40.9,MEDAGEPOP,YR,PL432,2019
41.3,MEDAGEPOP,YR,PL514,2019
42.8,MEDAGEPOP,YR,PL515,2019
41.5,MEDAGEPOP,YR,PL516,2019
43.6,MEDAGEPOP,YR,PL517,2019
39.8,MEDAGEPOP,YR,PL518,2019
42.2,MEDAGEPOP,YR,PL523,2019
42.7,MEDAGEPOP,YR,PL524,2019
41.4,MEDAGEPOP,YR,PL613,2019
40.0,MEDAGEPOP,YR,PL616,2019
40.8,MEDAGEPOP,YR,PL617,2019
39.5,MEDAGEPOP,YR,PL618,2019
41.8,MEDAGEPOP,YR,PL619,2019
40.3,MEDAGEPOP,YR,PL621,2019
40.7,MEDAGEPOP,YR,PL622,2019
39.7,MEDAGEPOP,YR,PL623,2019
42.4,MEDAGEPOP,YR,PL633,2019
36.8,MEDAGEPOP,YR,PL634,2019
40.1,MEDAGEPOP,YR,PL636,2019
38.4,MEDAGEPOP,YR,PL637,2019
39.0,MEDAGEPOP,YR,PL638,2019
44.9,MEDAGEPOP,YR,PL711,2019
42.6,MEDAGEPOP,YR,PL712,2019
41.2,MEDAGEPOP,YR,PL713,2019
41.4,MEDAGEPOP,YR,PL714,2019
42.2,MEDAGEPOP,YR,PL715,2019
42.4,MEDAGEPOP,YR,PL721,2019
42.2,MEDAGEPOP,YR,PL722,2019
40.2,MEDAGEPOP,YR,PL811,2019
41.9,MEDAGEPOP,YR,PL812,2019
40.8,MEDAGEPOP,YR,PL814,2019
41.2,MEDAGEPOP,YR,PL815,2019
40.6,MEDAGEPOP,YR,PL821,2019
40.3,MEDAGEPOP,YR,PL822,2019
38.9,MEDAGEPOP,YR,PL823,2019
40.3,MEDAGEPOP,YR,PL824,2019
41.0,MEDAGEPOP,YR,PL841,2019
41.7,MEDAGEPOP,YR,PL842,2019
40.4,MEDAGEPOP,YR,PL843,2019
41.5,MEDAGEPOP,YR,PL911,2019
39.2,MEDAGEPOP,YR,PL912,2019
40.3,MEDAGEPOP,YR,PL913,2019
40.5,MEDAGEPOP,YR,PL921,2019
40.2,MEDAGEPOP,YR,PL922,2019
41.3,MEDAGEPOP,YR,PL923,2019
39.2,MEDAGEPOP,YR,PL924,2019
39.3,MEDAGEPOP,YR,PL925,2019
40.7,MEDAGEPOP,YR,PL926,2019
47.6,MEDAGEPOP,YR,PT111,2019
43.1,MEDAGEPOP,YR,PT112,2019
44.5,MEDAGEPOP,YR,PT119,2019
45.3,MEDAGEPOP,YR,PT11A,2019
52.1,MEDAGEPOP,YR,PT11B,2019
43.2,MEDAGEPOP,YR,PT11C,2019
48.2,MEDAGEPOP,YR,PT11D,2019
